date,temperature,network,turbine,exchanged,T1,T2,T3,T4,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12
2019-07-12 18:00:00,34.952133,2740.5303,5692.5303,0.0,0.0,859.198,764.70197,128.9602,52.50139,74.425766,89.19382,69.33502,146.78595,1.4150003,132.55463,247.26724,139.62962,424.15857,389.69437,57.59214
2019-07-12 19:00:00,40.22179,3252.6628,5855.174,0.0,0.0,850.93567,757.7083,150.67314,53.656166,74.88117,110.17485,66.846565,147.16005,1.398736,137.87308,248.60094,139.62962,437.75555,393.46768,42.824093
2019-07-12 20:00:00,42.352425,2564.8264,5855.174,0.0,0.0,788.46423,704.55634,183.3808,63.0895,74.99502,142.93129,27.194029,147.42027,1.4150003,53.31461,231.63718,139.62962,430.04626,379.35022,51.93214
2019-07-12 21:00:00,43.89754,1445.6262,6017.8174,0.0,0.0,748.6328,668.2705,193.57855,55.884384,75.27151,153.40555,26.592249,147.6805,1.4637934,53.44473,225.97719,139.62962,426.33798,374.35706,27.665697
2019-07-12 22:00:00,45.556507,2240.0596,6017.8174,0.0,0.0,733.4419,654.88495,193.36711,75.35284,75.56427,152.64113,25.502535,147.82687,1.4475291,52.28996,227.22955,139.62962,428.062,370.2259,7.9044847
2019-07-12 23:00:00,46.808865,2461.9868,6180.4614,0.0,0.0,712.3795,636.71765,191.10637,55.884384,76.00341,150.31532,25.827824,148.00578,1.4475291,52.04599,222.52914,139.62962,418.77505,363.5087,8.473738
2019-07-13 00:00:00,46.304665,2476.966,6180.4614,0.0,0.0,721.11346,645.41907,188.8619,70.489784,75.79197,148.52625,26.998857,147.94072,1.4475291,53.00559,216.23482,139.62962,420.125,359.11734,8.0346
2019-07-13 01:00:00,47.54076,2451.9841,6180.4614,0.0,0.0,708.0206,634.2129,190.82988,57.006622,76.62146,149.69728,26.071789,147.89194,1.4637934,51.476738,214.0554,139.62962,420.4015,348.83823,8.896611
2019-07-13 02:00:00,49.36237,2118.4834,6343.105,0.0,0.0,703.80817,631.7245,189.08958,54.144096,76.06847,148.93285,25.242306,147.98952,1.4800578,51.346622,226.17235,139.62962,418.3359,351.45682,8.2623005
2019-07-13 03:00:00,47.45944,2322.0806,6343.105,0.0,0.0,708.8826,635.2864,187.1216,56.453632,76.50761,146.41187,24.803167,147.98952,1.4800578,53.02185,258.73364,139.62962,421.91406,351.26163,8.701439
2019-07-13 04:00:00,45.42639,2245.882,6343.105,0.0,0.0,714.0547,639.12476,190.08173,61.170303,75.74318,150.07135,33.179317,147.81061,1.4800578,52.582718,234.02805,139.62962,420.87314,352.66037,8.2623005
2019-07-13 05:00:00,42.48254,1042.1722,6343.105,0.0,0.0,702.7672,629.3499,193.5135,45.735416,75.85703,154.00734,32.512478,147.29015,1.4963223,52.24116,210.13568,139.62962,413.16385,350.65988,8.92914
2019-07-13 06:00:00,38.57909,1596.3481,6343.105,0.0,0.0,822.01764,734.5966,185.51143,61.284153,76.14979,144.13487,39.798916,147.1763,1.4150003,172.25597,220.02441,139.62962,420.8569,346.52872,39.26219
2019-07-13 07:00:00,35.553917,2030.2166,6180.4614,0.0,0.0,864.87427,771.0939,130.99326,54.192886,75.43416,90.46243,56.274723,147.1275,1.398736,230.97034,223.87907,139.62962,382.58682,347.2606,59.70651
2019-07-13 08:00:00,33.7811,2602.7224,6343.105,0.0,0.0,867.85065,773.2408,113.24882,56.6976,75.67812,72.36019,59.511337,146.89981,1.398736,185.95056,223.83028,139.62962,401.38843,364.54962,62.97565
2019-07-13 09:00:00,32.593803,2437.8342,6017.8174,0.0,0.0,897.59814,799.05237,112.35429,54.87599,75.90582,71.49818,51.57432,146.6721,1.4150003,230.92154,216.44626,139.62962,424.76035,372.48666,58.97461
2019-07-13 10:00:00,32.040813,2177.1814,6017.8174,0.0,0.0,780.9013,696.9934,111.89888,63.12203,75.64559,71.5795,55.331394,146.70464,1.4312648,109.003815,211.29047,139.62962,429.3957,371.99872,13.401842
2019-07-13 11:00:00,31.113743,2382.4539,6017.8174,0.0,0.0,792.0261,707.37006,111.81756,47.638348,75.97088,71.156624,49.70392,146.73717,1.4312648,155.9428,211.69707,139.62962,423.97964,373.3812,14.052418
2019-07-13 12:00:00,30.430637,3057.7996,5855.174,0.0,0.0,880.21155,783.8126,115.62341,59.77157,76.735306,74.08421,82.08629,146.96486,1.4312648,172.30476,211.92477,139.62962,429.60715,373.08844,53.282078
2019-07-13 13:00:00,30.072823,1530.1521,5855.174,0.0,0.0,746.61597,666.79047,115.75353,43.035526,74.55588,76.523865,50.549667,146.98114,1.4475291,78.914734,209.5827,139.62962,417.7829,380.6351,11.092302
